KAL,KE1326,CJU,GMP,20:20,21:30,매일,2023.3.26,2023.10.28
KAL,KE1330,CJU,GMP,20:30,21:40,화수목금토일,2023.3.26,2023.10.28
KAL,KE1330,CJU,GMP,20:40,21:50,월,2023.3.26,2023.10.28
KAL,KE1336,CJU,GMP,20:50,22:00,매일,2023.7.1,2023.10.28
KAL,KE1344,CJU,GMP,21:15,22:25,매일,2023.7.1,2023.10.28
KAL,KE1406,PUS,ICN,7:05,8:10,매일,2023.3.26,2023.10.28
KAL,KE1407,ICN,PUS,8:25,9:30,매일,2023.7.27,2023.10.28
KAL,KE1410,PUS,ICN,8:05,9:10,매일,2023.3.26,2023.10.28
KAL,KE1414,PUS,ICN,10:50,11:55,매일,2023.7.27,2023.10.28
KAL,KE1415,ICN,PUS,16:40,17:45,매일,2023.3.26,2023.10.28
KAL,KE1419,ICN,PUS,18:25,19:30,매일,2023.4.23,2023.10.28
KAL,KE1422,PUS,ICN,16:30,17:35,매일,2023.4.23,2023.10.28
KAL,KE1427,ICN,PUS,19:35,20:40,매일,2023.3.26,2023.10.28
KAL,KE1432,TAE,ICN,7:10,8:15,매일,2023.4.24,2023.10.28
KAL,KE1433,ICN,TAE,19:35,20:35,매일,2023.4.23,2023.10.28
KAL,KE1505,PUS,CJU,7:00,8:00,매일,2023.3.26,2023.10.28
KAL,KE1512,CJU,PUS,8:45,9:45,매일,2023.3.26,2023.10.28
KAL,KE1517,PUS,CJU,10:20,11:20,매일,2023.6.7,2023.10.28
KAL,KE1526,CJU,PUS,12:00,13:00,매일,2023.6.7,2023.10.28
KAL,KE1533,PUS,CJU,14:00,15:00,매일,2023.6.7,2023.10.28
